_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3162040,323114981,23161692,6,2023-10-11T14:00:00,"Wadsworth St & Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,402,6,3,-79.96604906223034,40.443360097386524
3162041,323119024,23161677,6,2023-10-11T14:00:00,"Allequippa St & Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,402,6,3,-79.96574950914271,40.442835126110886
3162042,323125345,23161733,27,2023-10-11T15:30:00,"2100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.98278727057566,40.451638091083105
3162043,323128362,23161712,6,2023-10-11T14:30:00,"80 Block S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4105(a)(1) Bad Checks,1702,3,3,-79.97928888683505,40.429052462381996
3162044,323137049,23160611,99,2023-10-09T14:24:00,"2200 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,ACCIDENTAL FIRE,9018 Accidental Fire,2614,6,1,-80.01150330976859,40.46487063535208
3162045,323137350,23161793,99,2023-10-11T17:30:00,"2100 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,ACCIDENTAL FIRE,9018 Accidental Fire,1920,4,5,-80.03022030798851,40.40513994032317
3162046,323137519,23161709,0,2023-10-11T15:18:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,201,6,6,-79.99688178462712,40.43480407292362
3162047,324202160,23170451,99,2023-10-26T12:00:00,"2400 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,501,6,3,-79.97309074181233,40.44731300496074
3162048,324210608,23171189,15,2023-10-28T00:01:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",1702,3,3,-79.98331001737412,40.42869280365664
3162049,324211624,23171178,10,2023-10-27T20:00:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709(a) Harassment.,2304,1,1,-79.99867967214155,40.45221882271537
3162050,324213818,23171195,18,2023-10-28T00:14:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 627.02(b)(i) Possessing a small amount of marijuana,1702,3,3,-79.98517842560688,40.428614936885786
3162051,324225982,23166635,2,2023-10-18T12:54:00,Zone OSC,Y,,OSC,RAPE,3121 Rape.,,,,,
3162052,324231351,23162804,20,2023-10-12T14:45:00,"500 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1916,4,5,-80.02051091700012,40.41706415309182
3162053,-3707011045,23171588,10,2023-10-28T16:40:00,"1800 Block Fairland St Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2901,,,,
3162054,324241972,23171355,27,2023-10-28T07:30:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",Y,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.89564758083468,40.454024491261066
3162055,323355322,23164099,10,2023-10-15T21:35:00,"200 Block Elmore St Pittsburgh, PA 15219",Y,Terrace Village,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",511,6,3,-79.97541159867235,40.441835463228834
3162056,323361493,23164233,6,2023-10-16T06:00:00,"1100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,7,6,-79.99382483896278,40.44494897518172
3162057,323385908,23164293,6,2023-10-16T09:15:00,"300 Block Lehr Way Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT FROM AUTO,3934 Theft from Vehicle,1809,,,,
3162058,323400825,23164371,6,2023-10-16T12:16:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",705,,,,
3162059,-3712002481,23163440,6,2023-10-14T14:13:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Friendship,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",807,8,2,-79.93645164728059,40.45657066874426
3162060,-3707010910,23164292,6,2023-10-16T07:55:00,"800 Block Lillian St Pittsburgh, PA 15210",N,Allentown,3,THEFT FROM AUTO,3934 Theft from Vehicle,1803,3,5,-79.99355419559478,40.418619285998545
3162061,324715035,23175510,14,2023-11-04T14:00:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,CRIM MISCHIEF,3304 Criminal Mischief.,708,8,2,-79.92235926619887,40.45720383333771
3162062,324716160,23175532,6,2023-11-04T17:05:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3162063,324717434,23175561,18,2023-11-04T18:00:00,"600 Block Larimer Ave Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog..,1204,,,,
3162064,324717564,23175574,6,2023-11-04T18:05:00,"200 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.01102634749316,40.46313394436166
3162065,324719618,23175626,14,2023-11-04T20:18:00,"1800 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,CRIM MISCHIEF,3304 Criminal Mischief.,2412,1,1,-79.98524427776053,40.46742982055183
3162066,324720928,23175648,99,2023-11-04T22:00:00,"700 Block Dunmore St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DOG BITE,9492 Dog Bite,1203,9,2,-79.90167283196172,40.47168833639658
3162067,324722792,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3162068,324723411,23175724,0,2023-11-05T01:15:00,"100 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,,,,
3162069,323319799,23163643,99,2023-10-14T22:02:00,"1700 Block Leolyn St Pittsburgh, PA 15210",Y,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.98614104302402,40.398951564088904
3162070,323333528,23163886,3,2023-10-15T11:40:00,"500 Block Village Rd Pittsburgh, PA 15205",Y,Fairywood,6,ROBBERY,3701 Robbery.,2808,2,5,-80.07815528005034,40.45044062524972
3162071,323334178,23163919,27,2023-10-14T22:15:00,"1600 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,,,-79.98816152155983,40.41849608105379
3162072,323334496,23163911,11,2023-10-15T13:20:00,"Blvd Of The Allies & Halket St Pittsburgh, PA 15213",N,Central Oakland,4,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,405,3,3,-79.95812244836533,40.435911962809335
3162073,323341391,23164007,18,2023-10-15T17:23:00,"1600 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,305,6,3,-79.98380809701592,40.43835816009891
3162074,323343823,23164040,6,2023-10-15T18:50:00,"River Ave & Warlock St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2701,,,,
3162075,323350130,23164079,99,2023-10-15T20:38:00,"10 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.98104945246165,40.42581074048773
3162076,324321541,23172532,99,2023-10-30T10:04:00,"6900 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,FOUND DRUGS,9017 Found Drugs,1207,,,,
3162077,324326151,23170106,0,2023-10-26T14:05:00,"Fort Pitt Blvd & Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.99909967383293,40.43604421028117
3162078,324334272,23172548,10,2023-10-30T11:04:00,"E North Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2709.2 Stalking Conduct or Repeatedly Communicates",2204,1,1,-80.0061705002625,40.455535391740284
3162079,324361696,23172603,27,2023-10-30T12:30:00,"Buttermilk Hollow Rd & Mifflin Rd Pittsburgh, PA 15207",N,Lincoln Place,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3102,5,3,-79.90845623021589,40.36506944657011
3162080,324362040,23172716,0,2023-10-30T17:26:00,"Haldane St & Alma St Pittsburgh, PA 15207",N,Greenfield,4,99,9999 9999 - (Misc. Incident): ,1516,5,3,-79.94247705050223,40.42153880935894
3162081,324368304,23172832,99,2023-10-30T19:00:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1408,5,3,-79.92306794719867,40.43587962230115
3162082,324390541,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0298823835126,40.468019530879225
3162083,324396128,23172982,6,2023-10-30T16:15:00,"800 Block E SAW Mill Run Blvd Pittsburgh, PA 15211",N,Bon Air,3,THEFT FROM AUTO,3934 Theft from Vehicle,1806,,,,
3162084,324401799,23173003,6,2023-10-29T05:00:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.87406755546291,40.45320444634244
3162085,324407266,23173043,6,2023-10-31T08:30:00,"200 Block S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,806,7,2,-79.9412931230829,40.46413647910519
3162086,324424051,23173108,99,2023-10-31T11:40:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1106,9,2,-79.90861667551917,40.470305633259095
3162087,323197602,23162230,27,2023-10-12T14:35:00,"S 24th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.97143037193561,40.42729091014033
3162088,323202991,23162358,11,2023-10-12T17:29:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2018,2,5,-80.0504243954382,40.45572961316996
3162089,323205389,23162269,99,2023-10-12T18:00:00,"E Carson St & Birmingham Brg Pittsburgh, PA 15203",N,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,3,-79.97410384633729,40.42839345319705
3162090,323206028,23162375,14,2023-10-12T18:28:00,"N Canal St & East St Pittsburgh, PA 15212",Y,East Allegheny,2,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 13(a)(32) Paraphernalia - Use or Possession,201,1,1,-79.99836504845537,40.451272122022715
3162091,323207080,23162231,4,2023-10-12T14:56:00,"4800 Block Penn Ave Pittsburgh, PA 15224",Y,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,809,,,,
3162092,323211120,23162364,0,2023-10-12T17:45:00,"1100 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): Domestic/Child Custody,2022,2,5,-80.06172177214589,40.45437315844613
3162093,323212277,23162183,27,2023-10-12T12:50:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.93645164728059,40.45657066874426
3162094,-3724000079,23162638,6,2023-10-13T08:01:00,"500 Block Loretto Rd Pittsburgh, PA 15217",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1517,5,3,-79.93979657800337,40.42094616678092
3162095,323236129,23162630,6,2023-10-13T02:15:00,"Pride Trwy & Reed St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,305,6,6,-79.98497949398443,40.439477356212656
3162096,323238282,23162650,6,2023-10-13T08:00:00,"4100 Block Windsor St Pittsburgh, PA 15217",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.92928624683655,40.42510125035889
3162097,324221003,23171337,99,2023-10-28T06:05:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.93307298818782,40.41979894024724
3162098,324232383,23171433,10,2023-10-28T02:53:00,"3600 Block Dawson St Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 5506 Loitering and Prowling at Night,406,3,3,-79.95253548882393,40.43624621981158
3162099,324235755,23171507,99,2023-10-28T13:50:00,"900 Block Mina St Pittsburgh, PA 15212",N,Spring Hill-City View,1,FOUND DRUGS,9017 Found Drugs,2620,1,1,-79.99918753733449,40.468957427087126
3162100,324238361,23171513,6,2023-10-26T13:55:00,"900 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1918,4,5,-80.01991998102302,40.39224011392672
3162101,324238716,23171567,6,2023-10-28T16:06:00,"1900 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,4,5,-80.01922359698003,40.405124213192494
3162102,324239118,23171582,6,2023-10-28T15:15:00,"1900 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,4,5,-80.01922359698003,40.405124213192494
3162103,324251800,23171900,0,2023-10-29T06:30:00,"3200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,2,5,-80.0503523914372,40.46151075224005
3162104,324256790,23172012,6,2023-10-29T09:30:00,"1100 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.98927497106405,40.40548317347655
3162105,324266574,23172131,0,2023-10-29T15:00:00,"400 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9093 Indirect Criminal Contempt,201,6,6,-80.00108013983736,40.43943315116132
3162106,324269094,23172191,27,2023-10-29T16:30:00,"Greenleaf St & Horner St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,2,5,-80.03081318341155,40.440249926159275
3162107,324270211,23172144,6,2023-10-29T15:07:00,"5500 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.92606736400336,40.47784496948214
3162108,324272008,23172232,27,2023-10-28T16:00:00,"2100 Block Sur Way Pittsburgh, PA 15210",N,Arlington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1603,3,3,-79.97761351759718,40.41526434622974
3162109,323169774,23162075,0,2023-10-12T08:00:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,3747 Written Report of Accident by Driver or Owner,2701,1,1,-80.0370203138271,40.48435193508315
3162110,323200050,23162226,0,2023-10-12T06:55:00,"6400 Block 5th Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): POSSIBLE PFA VIOLATION,708,8,3,-79.91966219411067,40.45304805013677
3162111,323201372,23021943,0,2023-10-12T14:20:00,"500 Block Lenora St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,99,907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,1203,9,2,-79.91542424869768,40.46615334123677
3162112,323202149,23162325,27,2023-10-12T16:50:00,"Rialto St & Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-79.98177944225453,40.4659894634469
3162113,323204594,23162313,0,2023-10-12T07:00:00,"6400 Block 5th Ave Pittsburgh, PA 15206",Y,Shadyside,4,99,9093 Indirect Criminal Contempt,708,8,3,-79.91966219411067,40.45304805013677
3162114,323204579,23162366,0,2023-10-12T17:30:00,"700 Block Hargrove St Pittsburgh, PA 15226",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1915,4,5,-80.01292496198126,40.41448504628747
3162115,323208701,23162418,0,2023-10-12T19:44:00,"1800 Block Horizon Dr White Oak, PA 15131",Y,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,,
3162116,323209114,23162351,6,2023-10-12T17:24:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92471042210767,40.461188943997875
3162117,323210932,23162437,10,2023-10-12T20:45:00,"Lincoln Ave & Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License.,1201,9,2,-79.89605038674367,40.46875700418866
3162118,324248975,23171822,3,2023-10-29T00:44:00,"300 Block Morewood Ave Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,709,,,,
3162119,324250231,23171766,5,2023-10-28T23:23:00,"100 Block Home St Pittsburgh, PA 15201",N,Central Lawrenceville,2,BURGLARY,3502 Burglary.,901,3,3,-79.95406119151058,40.43212855583167
3162120,324260473,23172030,14,2023-10-29T10:00:00,"7200 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1302,9,2,-79.89515280659609,40.45999755298615
3162121,324261083,23172003,0,2023-10-29T09:30:00,"800 Block Heberton St Pittsburgh, PA 15206",N,Highland Park,5,99,9997 Overdose Death,1106,7,2,-79.916651696825,40.46865738969623
3162122,324262084,23172073,0,2023-10-29T12:05:00,"300 Block Cedar Cswy Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-80.00090780760613,40.450893557101246
3162123,324264397,23172101,10,2023-10-29T12:35:00,"Wharton St & S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.98186326004237,40.43066566196307
3162124,324264684,23172128,99,2023-10-29T12:15:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Glen Hazel,3,FOUND PROPERTY,9489 Found Property,1504,3,5,-79.99982070269678,40.42669473124323
3162125,324270912,23172206,0,2023-10-29T17:22:00,"4700 Block Monongahela St Pittsburgh, PA 15207",Y,Hazelwood,4,99,3503(b.1) Criminal Trespass - Simple Trespasser,1501,5,3,-79.94375259792729,40.41349899041416
3162126,323435291,23164503,6,2023-10-13T07:49:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,1203,6,6,-79.99688178462712,40.43480407292362
3162127,323439119,23164651,6,2023-10-13T22:05:00,"4400 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1414,,,,
3162128,323458560,23164426,10,2023-10-13T16:30:00,"Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709 Harassment (Non-Specific),305,,,NaN,NaN
3162129,323471094,23164897,0,2023-10-17T10:30:00,"1300 Block Pocono St Pittsburgh, PA 15218",N,Swisshelm Park,4,99,9994 PFA Service,1411,5,3,-79.90175835392213,40.41933863020321
3162130,323471242,23164877,0,2023-10-17T10:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
